"lego_set_id","image_url"
15080,"https://imagedelivery.net/e9QbXi7FHwgziNweDoD9tw/10495135-99dc-4a45-8d94-98678fb1cc00/public"
15080,"https://imagedelivery.net/e9QbXi7FHwgziNweDoD9tw/a5b7c49e-b949-465b-54e6-85e9be0e3400/public"
15080,"https://imagedelivery.net/e9QbXi7FHwgziNweDoD9tw/72e355e6-9c70-4ac8-ad38-21f67d0ce700/public"
15079,"https://imagedelivery.net/e9QbXi7FHwgziNweDoD9tw/d2f25fa7-dbd2-41a2-63da-c8266a045800/public"
15079,"https://imagedelivery.net/e9QbXi7FHwgziNweDoD9tw/334ab996-07b5-4791-f6de-cd075b3a9c00/public"
15079,"https://imagedelivery.net/e9QbXi7FHwgziNweDoD9tw/d5cb820e-245f-4187-df99-1a4c23e73400/public"
15094,"https://imagedelivery.net/e9QbXi7FHwgziNweDoD9tw/90f2053a-9d74-48d5-15c6-4cf0c33a3000/public"
15094,"https://imagedelivery.net/e9QbXi7FHwgziNweDoD9tw/9b72a83d-60d2-430b-8bea-fcee493acc00/public"
15094,"https://imagedelivery.net/e9QbXi7FHwgziNweDoD9tw/8f3b245a-35ae-48b0-99d8-c26a24ebf000/public"
15093,"https://imagedelivery.net/e9QbXi7FHwgziNweDoD9tw/9f3a1c9a-65c6-4aa7-b698-d9e826b92d00/public"
15093,"https://imagedelivery.net/e9QbXi7FHwgziNweDoD9tw/5fd3dce7-1d44-400f-4a83-324d1c150f00/public"
